Household_Size,Seasonal_Index,Garden_Area,Income_Level,Building_Type,Avg_Temperature_C,Num_Appliances,Daily_Liters_Used
4.0,0.83,279.2,High,Apartment,19.6,7.0,1013.9
1.0,1.14,0.0,Low,Villa,26.0,5.0,274.76
1.0,1.33,109.2,High,Row_House,33.6,3.0,563.69
6.0,0.76,163.0,High,Apartment,14.9,9.0,978.49
3.0,1.14,71.4,Low,Apartment,29.6,9.0,656.59
3.0,0.99,298.7,Medium,Villa,27.5,6.0,1065.49
,1.26,294.5,Medium,Apartment,29.6,8.0,1596.54
6.0,0.82,198.4,High,Apartment,15.0,2.0,1086.66
6.0,1.15,243.3,Low,Apartment,28.6,6.0,1356.51
4.0,1.24,0.0,High,Row_House,31.6,2.0,890.84
3.0,1.31,0.0,Medium,Row_House,34.2,5.0,724.88
1.0,1.14,25.5,Medium,Apartment,27.6,6.0,296.3
4.0,1.02,141.9,Medium,Apartment,,9.0,940.8
4.0,1.1,205.7,Medium,Apartment,28.0,8.0,1083.18
3.0,1.26,206.5,High,Apartment,34.3,5.0,1141.44
,1.07,118.2,High,Apartment,22.5,,1139.79
2.0,0.72,283.1,High,Row_House,14.9,3.0,634.63
3.0,1.31,0.0,Low,Apartment,34.2,6.0,515.8
1.0,1.15,155.1,Medium,Apartment,27.0,2.0,573.23
3.0,1.14,210.4,Low,Apartment,,2.0,867.94
1.0,0.84,212.2,Medium,Villa,18.0,6.0,464.21
2.0,1.13,198.1,Medium,Villa,28.1,7.0,921.49
2.0,0.96,89.8,Medium,Villa,24.1,3.0,516.06
4.0,1.12,55.3,Medium,Apartment,26.7,3.0,742.84
,0.77,194.4,High,Apartment,13.5,3.0,717.55
4.0,1.13,183.8,Low,Apartment,,2.0,986.86
6.0,1.35,62.0,Medium,Apartment,37.1,5.0,1286.38
3.0,0.73,0.0,Medium,Row_House,15.2,8.0,384.0
2.0,1.34,142.0,Low,Row_House,33.0,7.0,819.19
5.0,0.96,0.0,Low,Villa,24.9,9.0,799.64
,1.27,252.8,High,Villa,31.9,3.0,1167.52
6.0,1.21,59.2,High,Apartment,29.7,2.0,1282.25
1.0,1.07,0.0,High,Row_House,26.7,2.0,218.84
6.0,1.18,235.9,High,Apartment,31.3,9.0,1744.46
1.0,1.27,186.8,Low,Apartment,,5.0,662.33
5.0,0.96,212.9,Medium,Row_House,24.7,9.0,1175.94
3.0,0.91,253.1,Medium,Apartment,23.8,6.0,870.1
6.0,1.13,242.8,Medium,Apartment,27.2,6.0,1498.22
1.0,1.23,0.0,Medium,Apartment,29.3,8.0,237.78
4.0,1.2,165.4,Medium,Row_House,30.5,9.0,1245.41
6.0,1.22,0.0,Medium,Row_House,31.2,8.0,1205.12
3.0,0.98,126.5,Medium,Apartment,21.5,3.0,653.51
4.0,1.23,54.6,Low,Villa,31.0,8.0,970.92
4.0,0.78,176.1,Medium,Apartment,18.3,3.0,760.92
,1.05,90.3,Medium,Apartment,26.5,7.0,634.83
4.0,0.7,,Medium,Row_House,16.0,8.0,466.74
4.0,0.91,179.1,Low,Row_House,22.0,5.0,735.14
5.0,0.94,181.9,Medium,Villa,21.4,3.0,1143.68
1.0,0.96,112.9,Low,Apartment,22.0,5.0,377.04
2.0,1.15,25.1,Medium,Row_House,26.4,2.0,440.18
6.0,0.95,19.2,High,Row_House,26.3,3.0,1068.55
5.0,0.99,132.8,Medium,Villa,23.9,2.0,1047.73
3.0,0.85,34.5,Low,Apartment,19.2,4.0,393.55
4.0,0.94,0.0,Medium,Row_House,20.5,5.0,648.11
2.0,0.85,265.5,Medium,Row_House,25.5,4.0,703.73
2.0,0.75,266.0,High,Apartment,14.4,3.0,629.1
,1.09,201.1,Medium,Row_House,,2.0,876.51
3.0,,71.3,Medium,Apartment,29.1,3.0,674.49
4.0,1.1,260.3,Medium,Row_House,28.5,,1220.84
1.0,1.0,267.0,Low,Villa,26.1,9.0,710.31
6.0,0.95,67.0,Low,Row_House,26.3,9.0,905.83
6.0,1.26,223.9,Medium,Row_House,33.2,3.0,1679.9
,1.04,93.1,Medium,Row_House,23.3,7.0,874.01
3.0,1.01,242.8,Medium,Apartment,24.0,6.0,876.96
3.0,0.72,,Low,Apartment,16.2,4.0,651.65
5.0,0.92,18.7,Low,Row_House,25.9,3.0,658.82
4.0,0.95,,Medium,Apartment,19.9,2.0,496.08
2.0,0.96,0.0,Low,Apartment,25.4,3.0,327.28
5.0,1.08,292.3,Medium,Row_House,27.1,9.0,1439.98
5.0,1.05,144.9,Low,Apartment,27.4,2.0,895.53
6.0,1.1,255.7,Medium,Apartment,27.1,6.0,1428.59
4.0,1.2,28.1,High,Row_House,28.7,3.0,1021.8
4.0,1.23,0.0,Low,Apartment,32.8,8.0,688.64
3.0,1.17,29.4,Medium,Villa,30.8,9.0,746.41
6.0,1.32,292.8,Low,Villa,36.0,8.0,1988.94
5.0,0.71,,Medium,Row_House,15.3,,885.36
1.0,0.83,257.2,Medium,Apartment,17.8,4.0,542.09
1.0,0.7,282.0,Medium,Row_House,,2.0,451.64
3.0,1.12,,Medium,Villa,29.6,8.0,652.9
5.0,1.28,121.8,High,Row_House,33.7,7.0,1525.81
6.0,0.86,30.6,Low,Apartment,18.0,4.0,645.89
2.0,1.3,71.1,Low,Row_House,32.4,2.0,618.23
4.0,0.74,76.5,High,Villa,15.3,9.0,729.17
3.0,1.31,0.0,Medium,Row_House,30.8,9.0,743.23
6.0,0.93,87.9,High,Row_House,20.4,9.0,1205.63
5.0,0.77,39.3,Medium,Row_House,14.9,6.0,669.34
5.0,1.02,58.6,High,Row_House,24.0,8.0,1115.48
3.0,0.87,52.7,Medium,Apartment,18.8,9.0,489.53
3.0,0.89,0.0,Medium,Row_House,17.6,5.0,462.18
2.0,0.9,230.2,High,Apartment,25.2,9.0,681.28
1.0,1.22,0.0,Medium,Apartment,33.5,3.0,226.36
5.0,1.05,137.5,Low,Apartment,24.2,6.0,894.71
5.0,0.9,90.7,Low,Row_House,21.7,2.0,703.4
6.0,1.1,241.5,Low,Apartment,28.1,2.0,1265.68
6.0,1.17,104.6,Low,Row_House,31.8,2.0,1171.88
4.0,,0.0,Medium,Row_House,18.9,2.0,561.13
4.0,,77.4,Medium,Apartment,25.5,3.0,709.46
6.0,0.78,47.6,Medium,Apartment,16.4,4.0,694.5
5.0,0.82,84.4,Medium,Apartment,16.0,7.0,730.19
2.0,1.14,0.0,Medium,Villa,30.0,5.0,476.42
3.0,0.82,205.5,Low,Row_House,21.3,3.0,680.64
2.0,1.04,28.1,Low,Row_House,30.6,2.0,402.87
6.0,1.16,71.0,Low,Apartment,26.8,3.0,986.5
4.0,0.77,244.6,Medium,Row_House,18.6,6.0,819.3
2.0,1.07,52.6,Low,Villa,25.6,,478.14
,0.87,109.4,Low,Villa,21.8,2.0,687.87
4.0,1.33,0.0,Medium,Row_House,31.4,5.0,859.34
3.0,1.01,54.9,High,Apartment,22.0,2.0,622.85
2.0,1.22,0.0,Low,Apartment,29.4,7.0,398.51
4.0,1.06,150.5,Medium,Apartment,26.2,5.0,918.14
3.0,0.73,97.7,Medium,Apartment,14.6,7.0,469.26
4.0,1.11,0.0,High,Apartment,28.9,5.0,788.25
3.0,,243.1,High,Apartment,36.1,4.0,1288.11
5.0,1.09,0.0,Low,Apartment,28.2,8.0,686.98
,1.23,178.4,Low,Villa,34.5,4.0,1139.91
4.0,1.27,156.6,High,Row_House,33.4,,1309.45
5.0,0.85,0.0,Medium,Villa,17.2,3.0,754.58
3.0,0.84,191.0,Medium,Row_House,22.0,9.0,729.6
2.0,,89.4,Medium,Apartment,26.1,5.0,535.83
1.0,0.97,151.5,Medium,Row_House,25.1,9.0,526.51
4.0,1.25,0.0,High,Apartment,35.1,9.0,940.97
4.0,1.29,143.3,High,Row_House,34.1,2.0,1281.05
4.0,0.93,98.9,Medium,Apartment,19.1,8.0,759.28
2.0,0.85,248.5,Low,Villa,17.8,6.0,712.78
2.0,1.21,0.0,High,Apartment,33.3,6.0,457.13
1.0,0.88,0.0,Low,Apartment,20.2,2.0,107.1
3.0,1.23,142.9,Low,Villa,31.5,,948.87
4.0,0.98,220.3,High,Apartment,25.1,4.0,1065.43
3.0,1.13,,Low,Row_House,29.6,6.0,450.32
3.0,0.76,203.5,Low,Row_House,17.4,5.0,565.81
5.0,1.11,235.3,Low,Villa,27.2,7.0,1347.99
3.0,0.99,260.0,High,Villa,23.3,9.0,1123.78
3.0,1.08,,Medium,Villa,28.4,3.0,795.11
,,166.0,Medium,Apartment,19.5,9.0,753.57
3.0,,253.6,Low,Villa,29.3,9.0,1206.31
4.0,1.26,296.9,High,Row_House,34.4,,1665.52
5.0,,0.0,High,Row_House,19.0,4.0,808.98
6.0,0.76,117.7,Medium,Apartment,15.1,6.0,847.31
2.0,0.72,66.6,Medium,Row_House,14.1,9.0,406.99
6.0,1.12,151.9,Low,Villa,26.0,8.0,1369.75
3.0,1.09,225.1,High,Villa,26.5,2.0,1093.32
2.0,1.06,152.8,Medium,Apartment,28.5,8.0,693.28
3.0,0.85,0.0,High,Apartment,18.0,8.0,505.28
6.0,0.95,253.1,Medium,Apartment,,6.0,1250.57
3.0,1.09,114.8,High,Villa,25.7,5.0,1009.35
3.0,1.02,259.3,High,Row_House,24.3,4.0,1098.86
4.0,1.34,128.0,Medium,Row_House,31.7,,1233.43
2.0,0.79,105.2,High,Apartment,17.3,9.0,509.66
1.0,1.15,0.0,Medium,Apartment,,,279.33
2.0,0.96,231.1,Low,Row_House,24.1,2.0,609.05
2.0,,0.0,Medium,Villa,24.1,7.0,399.71
2.0,1.17,67.0,Medium,Row_House,27.1,5.0,598.67
2.0,1.15,285.9,Medium,Apartment,31.0,7.0,979.74
4.0,1.34,60.9,Low,Row_House,35.1,3.0,895.16
2.0,0.78,174.6,Medium,Apartment,17.9,4.0,459.52
3.0,0.77,178.0,Medium,Villa,,5.0,732.77
5.0,1.17,0.0,Medium,Apartment,28.4,5.0,900.77
,1.08,197.0,Medium,Row_House,27.1,9.0,940.6
4.0,0.88,76.6,Medium,Apartment,21.5,7.0,663.86
2.0,0.75,170.3,Low,Row_House,13.0,2.0,403.37
2.0,0.76,117.9,Medium,Row_House,15.8,3.0,426.94
1.0,1.28,0.0,Low,Row_House,,9.0,305.6
2.0,0.82,51.0,Low,Apartment,19.2,9.0,368.24
2.0,0.91,0.0,High,Apartment,23.8,9.0,397.77
2.0,0.85,63.7,High,Apartment,18.1,7.0,518.59
1.0,0.93,90.8,Medium,Row_House,21.1,5.0,317.36
2.0,0.75,0.0,High,Apartment,15.5,4.0,217.33
3.0,1.04,63.0,High,Row_House,23.9,5.0,720.17
2.0,0.74,0.0,High,Villa,,6.0,298.86
3.0,1.22,92.9,Low,Villa,32.5,4.0,771.24
3.0,0.85,278.9,High,Apartment,17.5,9.0,876.76
4.0,1.05,0.0,Medium,Row_House,26.6,4.0,653.93
,1.27,175.7,Medium,Apartment,29.1,5.0,628.1
4.0,1.12,0.0,Low,Row_House,26.8,2.0,625.01
4.0,1.05,0.0,Medium,Villa,25.1,9.0,792.51
1.0,,241.3,Low,Apartment,24.8,,557.11
,0.92,116.5,Low,Apartment,21.2,6.0,799.71
6.0,1.14,0.0,Medium,Villa,24.1,,1205.43
1.0,1.35,171.5,High,Villa,31.0,2.0,750.94
2.0,1.13,255.1,High,Apartment,28.3,2.0,946.31
5.0,1.06,240.8,Medium,Row_House,27.3,2.0,1228.75
4.0,1.17,60.8,High,Apartment,30.2,4.0,874.59
2.0,1.0,205.1,High,Apartment,24.6,2.0,742.36
2.0,0.74,73.9,High,Villa,18.6,5.0,461.94
3.0,,73.3,Low,Villa,25.3,2.0,710.13
3.0,1.32,263.5,Medium,Row_House,35.9,6.0,1326.17
4.0,0.81,82.4,High,Apartment,15.1,9.0,724.47
3.0,1.15,,Medium,Villa,27.0,9.0,862.06
3.0,0.83,0.0,Medium,Apartment,,3.0,359.26
4.0,1.05,262.5,Medium,Apartment,25.2,6.0,1177.94
1.0,0.76,,Medium,Row_House,16.8,4.0,412.96
2.0,0.99,191.9,Medium,Apartment,24.2,2.0,660.96
4.0,1.19,227.6,Low,Row_House,30.2,,1207.46
5.0,0.93,54.1,Medium,Row_House,20.2,5.0,831.47
3.0,,0.0,High,Apartment,27.9,7.0,681.54
3.0,1.22,0.0,High,Apartment,28.0,2.0,615.78
2.0,1.3,37.2,Low,Apartment,,8.0,512.69
3.0,0.85,,High,Apartment,19.0,6.0,693.37
3.0,0.96,277.0,Medium,Row_House,22.0,4.0,886.23
2.0,0.8,21.6,Medium,Villa,21.3,9.0,356.91
2.0,1.35,94.5,High,Apartment,32.5,3.0,704.8
3.0,1.3,70.2,High,Apartment,31.2,2.0,872.37
1.0,1.05,79.1,High,Row_House,23.6,3.0,412.46
3.0,1.25,0.0,Medium,Villa,31.8,2.0,709.83
2.0,1.04,145.7,High,Apartment,26.3,4.0,694.75
3.0,1.11,145.2,Low,Apartment,29.1,7.0,759.92
2.0,0.76,0.0,Medium,Row_House,22.0,6.0,328.96
5.0,1.19,54.8,Medium,Apartment,25.6,9.0,1003.22
4.0,0.78,151.3,Medium,Apartment,18.7,4.0,666.27
4.0,1.24,134.7,Low,Row_House,30.5,3.0,982.25
4.0,1.21,183.1,High,Row_House,,2.0,1328.24
3.0,1.16,299.9,Low,Row_House,27.9,3.0,1111.62
1.0,0.72,0.0,Low,Row_House,13.8,6.0,161.83
3.0,0.9,125.4,Medium,Row_House,,8.0,657.93
,0.87,250.0,Medium,Apartment,,9.0,908.82
4.0,,0.0,High,Apartment,22.1,4.0,660.02
3.0,0.76,18.8,Medium,Apartment,19.5,,360.35
2.0,1.31,69.3,Low,Apartment,30.7,3.0,519.37
2.0,1.06,108.7,High,Row_House,23.4,6.0,680.38
3.0,0.9,,Medium,Villa,16.8,8.0,758.43
4.0,0.96,0.0,Low,Villa,21.6,2.0,577.37
4.0,0.99,274.1,Medium,Row_House,24.2,8.0,1200.82
3.0,,157.9,Medium,Apartment,27.2,3.0,849.41
6.0,,,Medium,Apartment,25.8,6.0,1238.2
4.0,1.3,0.0,Medium,Villa,30.6,2.0,929.24
2.0,1.02,20.1,High,Row_House,26.5,8.0,533.03
2.0,1.34,169.8,High,Row_House,35.2,9.0,990.11
2.0,1.25,137.1,Medium,Row_House,33.4,8.0,772.17
2.0,0.84,0.0,Low,Row_House,15.5,9.0,210.3
2.0,,56.6,High,Villa,34.1,8.0,833.74
2.0,0.78,17.2,Medium,Apartment,15.1,7.0,258.16
2.0,1.23,140.2,Medium,Row_House,30.5,2.0,733.56
2.0,0.95,78.9,Medium,Villa,23.8,8.0,519.23
5.0,1.27,24.4,High,Apartment,32.7,7.0,1188.99
1.0,1.26,220.1,Medium,Row_House,30.5,4.0,756.87
3.0,1.22,0.0,Low,Apartment,31.0,6.0,470.84
3.0,1.21,186.4,Medium,Villa,27.6,8.0,1132.63
6.0,0.9,91.5,High,Apartment,23.5,9.0,1052.61
2.0,0.75,60.3,Low,Row_House,16.1,2.0,261.01
3.0,0.96,0.0,High,Apartment,25.2,9.0,495.5
6.0,0.81,0.0,Medium,Row_House,17.3,7.0,726.03
5.0,1.15,123.7,Medium,Apartment,27.8,7.0,1112.59
5.0,0.92,227.7,Low,Apartment,20.2,4.0,878.59
2.0,1.33,46.4,Low,Row_House,36.1,9.0,540.34
2.0,1.12,0.0,High,Villa,26.5,5.0,528.4
4.0,1.23,78.7,Low,Apartment,32.6,6.0,813.28
6.0,0.79,206.4,High,Apartment,17.0,9.0,1174.55
4.0,1.26,0.0,Medium,Row_House,28.3,5.0,872.37
4.0,1.3,0.0,Low,Row_House,32.3,2.0,691.41
2.0,1.02,122.3,Low,Villa,22.5,6.0,604.65
4.0,1.09,29.2,Medium,Apartment,27.1,9.0,763.1
2.0,1.2,15.6,High,Row_House,,4.0,510.87
3.0,0.81,249.8,Medium,Apartment,20.2,2.0,670.66
,1.03,162.2,Medium,Apartment,25.0,6.0,786.59
3.0,0.96,0.0,Medium,Row_House,22.6,9.0,511.01
2.0,0.8,78.0,Medium,Row_House,19.4,9.0,418.65
2.0,0.94,110.1,Medium,Row_House,24.3,6.0,552.71
4.0,0.74,18.7,High,Apartment,16.2,5.0,510.12
2.0,0.72,,Medium,Apartment,14.1,2.0,540.49
4.0,0.79,203.7,Medium,Apartment,14.2,4.0,734.51
2.0,1.33,280.6,Low,Villa,33.0,4.0,1155.36
3.0,1.06,87.0,High,Apartment,24.8,2.0,678.98
3.0,1.33,187.3,Low,Apartment,34.6,2.0,1003.43
,0.98,206.8,Low,Apartment,22.9,7.0,504.04
3.0,0.9,0.0,Medium,Row_House,22.5,3.0,424.41
2.0,1.03,0.0,Medium,Apartment,23.9,9.0,364.24
1.0,0.99,284.7,Medium,Villa,23.8,5.0,724.13
6.0,0.77,266.6,Medium,Apartment,19.5,2.0,987.22
3.0,1.12,0.0,High,Villa,28.6,2.0,792.07
5.0,0.84,90.5,Low,Apartment,19.2,3.0,615.89
2.0,1.1,0.0,High,Row_House,26.1,3.0,518.89
4.0,1.12,289.4,Medium,Villa,,6.0,1432.53
4.0,0.8,13.0,Medium,Apartment,16.4,8.0,507.98
4.0,0.74,217.7,Medium,Villa,,4.0,830.19
3.0,1.21,214.8,Low,Row_House,32.2,5.0,1091.33
3.0,1.0,190.6,High,Villa,23.8,6.0,992.37
3.0,0.74,0.0,Medium,Row_House,13.5,2.0,299.04
6.0,1.35,100.4,Medium,Apartment,38.5,9.0,1432.63
5.0,0.74,108.6,Medium,Apartment,16.9,3.0,659.12
6.0,1.15,32.9,High,Apartment,26.0,7.0,1191.37
2.0,1.34,138.4,Medium,Apartment,33.8,4.0,782.03
4.0,0.86,0.0,High,Apartment,20.1,6.0,655.36
6.0,0.79,109.6,Medium,Apartment,21.2,7.0,856.66
2.0,0.78,252.0,Low,Apartment,15.2,4.0,550.77
1.0,0.9,281.3,Low,Row_House,23.1,8.0,640.44
4.0,0.77,63.9,Medium,Apartment,20.0,8.0,598.96
4.0,1.15,118.0,Low,Apartment,27.6,7.0,829.84
5.0,0.74,279.3,Low,Row_House,15.7,3.0,909.89
2.0,1.03,0.0,High,Apartment,23.1,6.0,456.95
4.0,1.35,0.0,High,Apartment,34.6,6.0,969.94
2.0,1.23,0.0,Medium,Apartment,31.2,8.0,441.38
2.0,1.1,182.6,Low,Villa,28.6,4.0,783.89
2.0,0.9,53.6,Low,Villa,23.3,7.0,459.85
5.0,1.11,,Low,Apartment,26.1,3.0,1235.12
4.0,1.04,0.0,Medium,Row_House,21.5,2.0,626.15
3.0,0.98,155.4,High,Row_House,,,824.12
3.0,0.78,81.5,Medium,Row_House,18.0,9.0,548.5
5.0,1.28,146.6,Low,Row_House,33.3,2.0,1226.62
3.0,0.99,202.0,Medium,Row_House,23.3,3.0,803.17
5.0,0.83,227.8,Medium,Apartment,19.2,8.0,946.95
3.0,0.94,228.6,Medium,Apartment,25.4,9.0,822.78
3.0,0.97,0.0,Medium,Row_House,24.1,6.0,474.84
3.0,1.24,,Medium,Villa,30.9,6.0,1348.26
,1.18,0.0,Low,Row_House,28.8,7.0,518.6
4.0,1.2,0.0,Low,Villa,30.0,9.0,795.82
3.0,0.71,0.0,High,Villa,18.6,2.0,405.99
2.0,0.97,12.0,Low,Apartment,22.9,8.0,333.41
5.0,1.01,,Low,Row_House,24.5,7.0,840.5
3.0,0.71,202.4,Low,Row_House,14.3,,536.87
3.0,0.87,0.0,Low,Villa,22.4,2.0,406.16
5.0,1.19,126.7,Medium,Villa,34.0,2.0,1351.46
4.0,0.79,266.5,High,Row_House,18.7,5.0,957.31
2.0,1.05,269.7,Medium,Apartment,,3.0,801.65
6.0,0.84,273.7,Medium,Row_House,,9.0,1286.2
4.0,0.71,101.0,Medium,Apartment,10.5,9.0,536.95
3.0,0.86,210.4,Medium,Row_House,21.4,3.0,743.3
2.0,1.33,88.8,High,Villa,34.7,6.0,892.13
4.0,1.22,65.3,High,Apartment,31.9,4.0,1104.63
4.0,1.32,63.5,Low,Row_House,32.7,7.0,882.25
3.0,1.02,109.2,High,Apartment,24.1,4.0,757.03
5.0,0.77,134.7,Medium,Apartment,16.3,6.0,720.44
4.0,1.06,0.0,High,Apartment,28.1,9.0,765.67
2.0,1.0,0.0,Medium,Row_House,23.5,4.0,330.14
3.0,1.25,0.0,High,Villa,36.1,2.0,806.46
2.0,0.76,164.1,High,Villa,17.7,,552.85
4.0,1.02,93.5,Low,Apartment,22.3,5.0,645.55
1.0,0.8,0.0,Medium,Villa,17.8,5.0,211.6
4.0,0.91,97.0,High,Row_House,20.2,6.0,860.1
4.0,1.18,182.9,High,Apartment,25.4,6.0,1224.7
5.0,1.01,0.0,Low,Apartment,27.7,8.0,654.64
3.0,0.94,57.7,Medium,Apartment,23.8,6.0,533.42
5.0,0.96,,Medium,Villa,24.1,2.0,932.56
2.0,1.0,0.0,Low,Row_House,24.6,4.0,277.18
,1.21,271.7,Medium,Row_House,,7.0,1559.42
2.0,1.28,109.7,Low,Apartment,31.9,8.0,634.08
3.0,1.32,222.6,High,Row_House,35.8,8.0,1328.02
4.0,1.21,201.0,Medium,Apartment,28.6,9.0,1125.7
2.0,0.91,280.2,High,Apartment,16.4,,853.06
2.0,1.15,0.0,Low,Row_House,28.4,,357.78
4.0,0.98,0.0,Medium,Apartment,23.3,6.0,623.51
4.0,0.87,200.5,Low,Villa,20.5,2.0,874.54
4.0,1.25,0.0,Low,Apartment,33.4,7.0,636.45
4.0,0.72,0.0,Low,Row_House,16.9,2.0,344.96
,1.29,104.8,Low,Apartment,33.7,7.0,870.89
2.0,1.0,13.1,Medium,Row_House,26.6,2.0,422.71
3.0,1.11,249.7,Low,Apartment,24.6,4.0,932.94
2.0,1.13,242.3,Medium,Apartment,29.2,,917.19
5.0,1.28,0.0,Medium,Villa,34.1,6.0,1163.12
4.0,1.11,177.3,High,Apartment,25.1,3.0,1121.87
3.0,,0.0,High,Villa,24.3,3.0,695.36
3.0,0.74,44.4,Medium,Villa,14.7,9.0,439.31
6.0,1.04,294.4,Medium,Apartment,24.1,,1405.64
2.0,0.8,72.3,Low,Apartment,19.6,8.0,362.32
4.0,1.18,,High,Row_House,28.5,6.0,945.26
,1.03,182.5,Low,Villa,23.4,6.0,851.71
,1.14,224.3,Low,Villa,27.3,9.0,1189.4
1.0,0.73,19.4,Low,Row_House,18.2,6.0,151.19
,0.76,201.0,Medium,Row_House,16.9,8.0,922.21
6.0,1.17,0.0,Low,Apartment,,7.0,891.47
,0.75,39.9,High,Villa,16.3,9.0,730.43
4.0,0.75,60.0,Low,Villa,19.1,4.0,578.93
6.0,0.71,,Medium,Apartment,13.8,3.0,590.15
4.0,1.32,95.9,Low,Apartment,36.7,9.0,1004.89
2.0,1.18,282.1,Low,Apartment,30.2,5.0,940.37
4.0,0.93,247.4,High,Apartment,21.8,3.0,1031.61
4.0,0.89,295.2,Low,Villa,25.8,3.0,1000.26
3.0,0.93,85.3,High,Apartment,20.0,8.0,648.34
4.0,1.2,291.2,Medium,Apartment,29.7,2.0,1351.79
6.0,1.13,135.1,Low,Apartment,25.8,6.0,1151.66
6.0,0.82,0.0,High,Villa,20.6,6.0,1080.9
3.0,0.81,,Low,Row_House,21.8,6.0,353.34
2.0,0.76,25.3,High,Apartment,20.2,2.0,339.34
6.0,1.13,0.0,Low,Apartment,30.7,8.0,815.87
5.0,1.2,142.8,High,Villa,30.0,9.0,1660.49
2.0,0.87,75.7,Low,Villa,19.5,4.0,401.89
6.0,0.71,0.0,Medium,Apartment,12.0,4.0,598.51
5.0,,83.3,High,Apartment,20.6,8.0,743.33
3.0,1.33,177.5,High,Apartment,35.3,5.0,1195.95
4.0,0.89,114.2,High,Apartment,19.9,4.0,745.65
3.0,1.2,0.0,High,Row_House,33.0,,733.35
1.0,1.11,0.0,High,Villa,25.7,9.0,301.62
3.0,0.95,148.4,Low,Row_House,23.5,4.0,614.15
5.0,0.83,111.7,Low,Villa,18.7,6.0,818.88
1.0,0.78,0.0,Low,Apartment,18.7,7.0,209.65
3.0,1.1,243.7,Medium,Row_House,,,1147.73
3.0,1.2,0.0,Medium,Row_House,27.5,3.0,592.66
3.0,1.12,70.6,Medium,Apartment,28.1,4.0,692.16
5.0,1.04,34.6,Low,Apartment,27.6,4.0,724.64
3.0,0.73,145.3,Medium,Row_House,15.9,2.0,542.59
3.0,1.33,0.0,Low,Apartment,35.9,5.0,545.48
4.0,,253.9,Medium,Apartment,28.9,7.0,1304.91
3.0,0.89,0.0,Medium,Row_House,20.8,9.0,495.57
2.0,1.34,120.5,High,Villa,33.4,,889.96
3.0,1.09,244.4,Medium,Row_House,28.5,6.0,1046.59
2.0,1.08,0.0,Medium,Villa,26.8,3.0,423.73
2.0,1.19,121.5,Low,Apartment,31.5,5.0,646.8
3.0,1.23,143.1,Medium,Row_House,33.5,2.0,900.64
3.0,1.13,98.0,Low,Row_House,29.6,8.0,730.7
5.0,0.78,280.4,Medium,Villa,18.0,4.0,1143.87
3.0,0.92,,Medium,Apartment,19.8,4.0,443.9
4.0,1.3,280.8,Low,Row_House,33.5,5.0,1443.2
,0.85,,Low,Row_House,18.5,4.0,782.73
,0.94,164.2,High,Apartment,21.7,8.0,522.11
4.0,0.98,19.5,High,Apartment,22.9,2.0,721.99
2.0,0.99,147.9,Medium,Apartment,22.0,2.0,609.26
6.0,1.1,128.2,Low,Apartment,23.4,4.0,988.79
2.0,1.31,56.8,Low,Villa,32.4,4.0,558.72
3.0,0.86,200.4,Medium,Apartment,20.3,6.0,752.74
1.0,0.78,291.6,High,Apartment,14.8,3.0,546.55
6.0,0.83,173.0,Low,Row_House,19.0,9.0,938.1
3.0,1.28,217.3,High,Apartment,36.6,5.0,1179.98
4.0,1.12,29.9,Low,Row_House,30.0,2.0,664.29
1.0,0.89,131.1,High,Apartment,24.1,5.0,379.18
4.0,1.23,0.0,Medium,Villa,32.1,6.0,990.99
2.0,1.26,0.0,High,Villa,34.6,,588.18
,1.25,282.2,Medium,Villa,30.5,6.0,1777.65
2.0,1.3,0.0,Medium,Apartment,32.2,6.0,465.14
,0.86,32.3,Low,Row_House,14.4,7.0,344.76
1.0,1.19,0.0,Low,Apartment,32.4,4.0,253.28
3.0,1.0,0.0,High,Apartment,27.3,8.0,609.06
4.0,1.25,0.0,High,Apartment,30.8,7.0,875.37
1.0,1.17,0.0,High,Row_House,29.0,9.0,315.64
4.0,1.2,246.3,Medium,Row_House,28.9,5.0,1339.73
3.0,1.13,,High,Row_House,29.0,8.0,1068.21
3.0,0.82,,Low,Apartment,20.9,5.0,507.98
3.0,1.05,84.0,Medium,Apartment,22.3,4.0,639.35
3.0,1.34,40.7,Medium,Row_House,35.5,8.0,840.37
4.0,1.31,112.9,Medium,Apartment,33.2,7.0,1016.41
2.0,0.73,129.8,Medium,Row_House,16.1,5.0,447.55
2.0,0.81,206.0,Low,Apartment,19.3,7.0,544.08
5.0,0.79,200.9,Medium,Villa,17.4,4.0,1005.97
6.0,1.17,30.3,High,Row_House,29.3,8.0,1422.65
3.0,1.23,124.6,Medium,Apartment,30.9,8.0,925.3
2.0,,62.7,Low,Apartment,21.2,2.0,359.46
4.0,1.03,55.5,Low,Row_House,26.0,6.0,737.58
3.0,1.25,249.9,Low,Villa,32.4,6.0,1246.0
1.0,1.18,22.2,Low,Apartment,27.2,,285.49
2.0,1.05,131.6,Medium,Apartment,25.0,8.0,622.74
4.0,1.08,58.8,Medium,Villa,28.5,5.0,948.1
4.0,1.03,,Medium,Row_House,25.2,7.0,711.06
,0.89,171.5,Medium,Apartment,22.2,7.0,462.82
2.0,1.07,0.0,High,Row_House,29.9,,460.65
2.0,1.15,155.7,Low,Apartment,30.9,9.0,704.02
4.0,1.27,222.1,Medium,Row_House,32.7,8.0,1344.65
